link,Correlation
"=HYPERLINK(""https://stackoverflow.com/q/1236439"", ""1236439"")",0.1272875816993464
"=HYPERLINK(""https://stackoverflow.com/q/2566385"", ""2566385"")",0.12443120708198893
"=HYPERLINK(""https://stackoverflow.com/q/8040701"", ""8040701"")",0.1886592474827769
"=HYPERLINK(""https://stackoverflow.com/q/9588748"", ""9588748"")",0.2085410435360585
"=HYPERLINK(""https://stackoverflow.com/q/9766725"", ""9766725"")",0.1260504201680672
"=HYPERLINK(""https://stackoverflow.com/q/10898993"", ""10898993"")",0.20366335834745425
"=HYPERLINK(""https://stackoverflow.com/q/10923870"", ""10923870"")",0.1190164954870837
"=HYPERLINK(""https://stackoverflow.com/q/11446885"", ""11446885"")",0.1003854533266298
"=HYPERLINK(""https://stackoverflow.com/q/13767870"", ""13767870"")",0.19051982163581946
"=HYPERLINK(""https://stackoverflow.com/q/14907056"", ""14907056"")",0.11033711730306156
"=HYPERLINK(""https://stackoverflow.com/q/16087271"", ""16087271"")",0.12198399609064808
"=HYPERLINK(""https://stackoverflow.com/q/16437979"", ""16437979"")",0.11521633446767136
"=HYPERLINK(""https://stackoverflow.com/q/16942433"", ""16942433"")",0.12217194570135746
"=HYPERLINK(""https://stackoverflow.com/q/17758355"", ""17758355"")",0.19704162366701067
"=HYPERLINK(""https://stackoverflow.com/q/17934697"", ""17934697"")",0.19830065359477125
"=HYPERLINK(""https://stackoverflow.com/q/17958629"", ""17958629"")",0.130718954248366
"=HYPERLINK(""https://stackoverflow.com/q/18933749"", ""18933749"")",0.12004998077662436
"=HYPERLINK(""https://stackoverflow.com/q/19438872"", ""19438872"")",0.1627632534495279
"=HYPERLINK(""https://stackoverflow.com/q/19802076"", ""19802076"")",0.23234497050852862
"=HYPERLINK(""https://stackoverflow.com/q/20287085"", ""20287085"")",0.20473078120136945
"=HYPERLINK(""https://stackoverflow.com/q/22319457"", ""22319457"")",0.08631713554987211
